group,species_file,chromosomes,genome_size_mb,gc_percent,genes,fasta,gff3
Chrysomeloidea,Chrysolina_oricalcia_GCA_944452925.2.gff3,22,1420.951106,33.87498846,24982,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Chrysolina_oricalcia_GCA_944452925.2_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Chrysomeloidea_GFF3_filtered_dropIDs/Chrysolina_oricalcia_GCA_944452925.2.gff3
Chrysomeloidea,Chrysomela_aeneicollis_GCA_027562985.1.gff3,21,341.744276,35.15817939331532,15808,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Chrysomela_aeneicollis_GCA_027562985.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Chrysomeloidea_GFF3_filtered_dropIDs/Chrysomela_aeneicollis_GCA_027562985.1.gff3
Chrysomeloidea,Crepidodera_aurea_GCA_949320105.2.gff3,10,505.654923,32.04615621318336,17963,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Crepidodera_aurea_GCA_949320105.2_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Chrysomeloidea_GFF3_filtered_dropIDs/Crepidodera_aurea_GCA_949320105.2.gff3
Chrysomeloidea,Crioceris_asparagi_GCA_958507055.1.gff3,8,589.779302,33.12694870765306,18084,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Crioceris_asparagi_GCA_958507055.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Chrysomeloidea_GFF3_filtered_dropIDs/Crioceris_asparagi_GCA_958507055.1.gff3
Chrysomeloidea,Cryptocephalus_moraei_GCA_946251905.1.gff3,15,491.875392,36.398111078233974,19652,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Cryptocephalus_moraei_GCA_946251905.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Chrysomeloidea_GFF3_filtered_dropIDs/Cryptocephalus_moraei_GCA_946251905.1.gff3
Chrysomeloidea,Cryptocephalus_primarius_GCA_963576515.1.gff3,20,314.117811,36.85834704937831,15089,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Cryptocephalus_primarius_GCA_963576515.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Chrysomeloidea_GFF3_filtered_dropIDs/Cryptocephalus_primarius_GCA_963576515.1.gff3
Chrysomeloidea,Diabrotica_balteata_GCA_918026665.1.gff3,10,1567.468926,33.122455460975374,19197,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Diabrotica_balteata_GCA_918026665.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Chrysomeloidea_GFF3_filtered_dropIDs/Diabrotica_balteata_GCA_918026665.1.gff3
Chrysomeloidea,Diabrotica_undecimpunctata_GCA_040954645.1.gff3,10,1611.452875,33.04843342926712,18520,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Diabrotica_undecimpunctata_GCA_040954645.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Chrysomeloidea_GFF3_filtered_dropIDs/Diabrotica_undecimpunctata_GCA_040954645.1.gff3
Chrysomeloidea,Diabrotica_virgifera_virgifera_GCF_917563875.1.gff3,10,2533.404242,33.05073075205833,21129,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Diabrotica_virgifera_virgifera_GCF_917563875.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Chrysomeloidea_GFF3_filtered_dropIDs/Diabrotica_virgifera_virgifera_GCF_917563875.1.gff3
Chrysomeloidea,Diorhabda_carinata_GCA_029229535.1.gff3,13,433.504776,32.12883523591927,15302,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Diorhabda_carinata_GCA_029229535.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Chrysomeloidea_GFF3_filtered_dropIDs/Diorhabda_carinata_GCA_029229535.1.gff3
Chrysomeloidea,Diorhabda_carinulata_GCF_026250575.1.gff3,14,398.222411,32.02241276922563,15582,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Diorhabda_carinulata_GCF_026250575.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Chrysomeloidea_GFF3_filtered_dropIDs/Diorhabda_carinulata_GCF_026250575.1.gff3
Chrysomeloidea,Diorhabda_elongata_GCA_026230145.1.gff3,13,444.67208,32.167894881567875,15496,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Diorhabda_elongata_GCA_026230145.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Chrysomeloidea_GFF3_filtered_dropIDs/Diorhabda_elongata_GCA_026230145.1.gff3
Chrysomeloidea,Diorhabda_sublineata_GCF_026230105.1.gff3,13,422.293481,32.11155451546946,15338,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Diorhabda_sublineata_GCF_026230105.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Chrysomeloidea_GFF3_filtered_dropIDs/Diorhabda_sublineata_GCF_026230105.1.gff3
Chrysomeloidea,Galeruca_laticollis_GCA_963921935.1.gff3,12,2139.968716,33.44655518626972,26239,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Galeruca_laticollis_GCA_963921935.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Chrysomeloidea_GFF3_filtered_dropIDs/Galeruca_laticollis_GCA_963921935.1.gff3
Chrysomeloidea,Galerucella_nymphaeae_GCA_963978555.1.gff3,16,349.514927,33.36305588826606,17395,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Galerucella_nymphaeae_GCA_963978555.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Chrysomeloidea_GFF3_filtered_dropIDs/Galerucella_nymphaeae_GCA_963978555.1.gff3
Chrysomeloidea,Gastrophysa_polygoni_GCA_963576655.1.gff3,12,369.383381,35.95184861119944,15391,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Gastrophysa_polygoni_GCA_963576655.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Chrysomeloidea_GFF3_filtered_dropIDs/Gastrophysa_polygoni_GCA_963576655.1.gff3
Chrysomeloidea,Hermaeophaga_mercurialis_GCA_951812935.1.gff3,9,399.258776,29.84465947123348,16024,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Hermaeophaga_mercurialis_GCA_951812935.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Chrysomeloidea_GFF3_filtered_dropIDs/Hermaeophaga_mercurialis_GCA_951812935.1.gff3
Chrysomeloidea,Leptinotarsa_decemlineata_GCA_024712935.1.gff3,18,957.960589,34.822114026061925,27258,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Leptinotarsa_decemlineata_GCA_024712935.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Chrysomeloidea_GFF3_filtered_dropIDs/Leptinotarsa_decemlineata_GCA_024712935.1.gff3
Chrysomeloidea,Leptura_quadrifasciata_GCA_963675555.1.gff3,10,1398.095231,34.284094131796685,22214,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Leptura_quadrifasciata_GCA_963675555.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Chrysomeloidea_GFF3_filtered_dropIDs/Leptura_quadrifasciata_GCA_963675555.1.gff3
Chrysomeloidea,Lochmaea_capreae_GCA_949126875.1.gff3,17,534.180827,33.70126786394528,20721,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Lochmaea_capreae_GCA_949126875.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Chrysomeloidea_GFF3_filtered_dropIDs/Lochmaea_capreae_GCA_949126875.1.gff3
Chrysomeloidea,Lochmaea_crataegi_GCA_947563755.1.gff3,16,859.650374,33.83776131,23703,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Lochmaea_crataegi_GCA_947563755.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Chrysomeloidea_GFF3_filtered_dropIDs/Lochmaea_crataegi_GCA_947563755.1.gff3
Chrysomeloidea,Longitarsus_flavicornis_GCA_964258785.1.gff3,15,998.612843,32.88741448677656,19119,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Longitarsus_flavicornis_GCA_964258785.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Chrysomeloidea_GFF3_filtered_dropIDs/Longitarsus_flavicornis_GCA_964258785.1.gff3
Chrysomeloidea,Monochamus_alternatus_GCA_037114965.1.gff3,10,786.125991,32.36682627933976,21154,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Monochamus_alternatus_GCA_037114965.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Chrysomeloidea_GFF3_filtered_dropIDs/Monochamus_alternatus_GCA_037114965.1.gff3
Chrysomeloidea,Monochamus_saltuarius_GCA_025584915.1.gff3,10,655.555998,33.17943766822975,17979,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Monochamus_saltuarius_GCA_025584915.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Chrysomeloidea_GFF3_filtered_dropIDs/Monochamus_saltuarius_GCA_025584915.1.gff3
Chrysomeloidea,Neocrepidodera_transversa_GCA_963243735.1.gff3,21,628.22621,29.932397618737316,17092,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Neocrepidodera_transversa_GCA_963243735.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Chrysomeloidea_GFF3_filtered_dropIDs/Neocrepidodera_transversa_GCA_963243735.1.gff3
Chrysomeloidea,Octodonta_nipae_GCA_034190945.1.gff3,9,1260.278144,33.535553815614925,18728,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Octodonta_nipae_GCA_034190945.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Chrysomeloidea_GFF3_filtered_dropIDs/Octodonta_nipae_GCA_034190945.1.gff3
Chrysomeloidea,Ophraella_communa_GCA_035357415.1.gff3,17,717.472583,31.982896401168357,20396,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Ophraella_communa_GCA_035357415.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Chrysomeloidea_GFF3_filtered_dropIDs/Ophraella_communa_GCA_035357415.1.gff3
Chrysomeloidea,Phaedon_cochleariae_GCA_918026855.4.gff3,17,869.532125,36.118223715063635,22235,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Phaedon_cochleariae_GCA_918026855.4_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Chrysomeloidea_GFF3_filtered_dropIDs/Phaedon_cochleariae_GCA_918026855.4.gff3
Chrysomeloidea,Phyllotreta_cruciferae_GCA_917563865.1.gff3,17,135.120912,35.070950803756915,14818,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Phyllotreta_cruciferae_GCA_917563865.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Chrysomeloidea_GFF3_filtered_dropIDs/Phyllotreta_cruciferae_GCA_917563865.1.gff3
Chrysomeloidea,Phyllotreta_striolata_GCA_918026865.1.gff3,15,127.345223,35.83706669617938,14176,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Phyllotreta_striolata_GCA_918026865.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Chrysomeloidea_GFF3_filtered_dropIDs/Phyllotreta_striolata_GCA_918026865.1.gff3
Chrysomeloidea,Plagiodera_versicolora_GCA_035321685.1.gff3,16,221.642368,35.317268178810465,15818,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Plagiodera_versicolora_GCA_035321685.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Chrysomeloidea_GFF3_filtered_dropIDs/Plagiodera_versicolora_GCA_035321685.1.gff3
Chrysomeloidea,Pogonocherus_hispidulus_GCA_963924545.1.gff3,10,700.666211,32.96659925690794,23210,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Pogonocherus_hispidulus_GCA_963924545.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Chrysomeloidea_GFF3_filtered_dropIDs/Pogonocherus_hispidulus_GCA_963924545.1.gff3
Chrysomeloidea,Psylliodes_chrysocephala_GCA_927349885.1.gff3,23,1174.450104,31.370711873992537,22093,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Psylliodes_chrysocephala_GCA_927349885.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Chrysomeloidea_GFF3_filtered_dropIDs/Psylliodes_chrysocephala_GCA_927349885.1.gff3
Chrysomeloidea,Rhagium_mordax_GCA_963680705.1.gff3,10,771.502434,32.92602340809725,22643,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Rhagium_mordax_GCA_963680705.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Chrysomeloidea_GFF3_filtered_dropIDs/Rhagium_mordax_GCA_963680705.1.gff3
Chrysomeloidea,Rutpela_maculata_GCA_936432065.2.gff3,10,2008.949191,33.69047068290947,21915,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Rutpela_maculata_GCA_936432065.2_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Chrysomeloidea_GFF3_filtered_dropIDs/Rutpela_maculata_GCA_936432065.2.gff3
Chrysomeloidea,Stenurella_melanura_GCA_963583905.1.gff3,10,1566.692953,33.353983102721514,24795,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Stenurella_melanura_GCA_963583905.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Chrysomeloidea_GFF3_filtered_dropIDs/Stenurella_melanura_GCA_963583905.1.gff3
Chrysomeloidea,Stictoleptura_scutellata_GCA_964212005.1.gff3,10,1456.13149,33.48756136427346,18834,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Stictoleptura_scutellata_GCA_964212005.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Chrysomeloidea_GFF3_filtered_dropIDs/Stictoleptura_scutellata_GCA_964212005.1.gff3
Chrysomeloidea,Tetropium_fuscum_GCA_964058775.1.gff3,12,553.463795,33.59376822676784,18357,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Tetropium_fuscum_GCA_964058775.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Chrysomeloidea_GFF3_filtered_dropIDs/Tetropium_fuscum_GCA_964058775.1.gff3
Cleroidea,Anthocomus_fasciatus_GCA_964258815.1.gff3,10,527.328598,35.46251178347692,18473,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Anthocomus_fasciatus_GCA_964258815.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Cleroidea_GFF3_filtered_dropIDs/Anthocomus_fasciatus_GCA_964258815.1.gff3
Cleroidea,Malachius_bipustulatus_GCA_910589415.1.gff3,10,535.234349,35.49673716868126,19329,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Malachius_bipustulatus_GCA_910589415.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Cleroidea_GFF3_filtered_dropIDs/Malachius_bipustulatus_GCA_910589415.1.gff3
Cleroidea,Tillus_elongatus_GCA_964006375.1.gff3,10,1700.718323,35.33335555359122,16737,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Tillus_elongatus_GCA_964006375.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Cleroidea_GFF3_filtered_dropIDs/Tillus_elongatus_GCA_964006375.1.gff3
Coccinelloidea,Adalia_bipunctata_GCA_910592335.1.gff3,10,447.743778,36.17173816513653,17780,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Adalia_bipunctata_GCA_910592335.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Coccinelloidea_GFF3_filtered_dropIDs/Adalia_bipunctata_GCA_910592335.1.gff3
Coccinelloidea,Adalia_decempunctata_GCA_951802165.1.gff3,12,484.348921,36.41215133286525,19482,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Adalia_decempunctata_GCA_951802165.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Coccinelloidea_GFF3_filtered_dropIDs/Adalia_decempunctata_GCA_951802165.1.gff3
Coccinelloidea,Anisosticta_novemdecimpunctata_GCA_964188095.1.gff3,11,424.088207,35.60537660755313,20405,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Anisosticta_novemdecimpunctata_GCA_964188095.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Coccinelloidea_GFF3_filtered_dropIDs/Anisosticta_novemdecimpunctata_GCA_964188095.1.gff3
Coccinelloidea,Aphidecta_obliterata_GCA_963966015.1.gff3,10,341.47613,36.10650661,16466,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Aphidecta_obliterata_GCA_963966015.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Coccinelloidea_GFF3_filtered_dropIDs/Aphidecta_obliterata_GCA_963966015.1.gff3
Coccinelloidea,Calvia_quattuordecimguttata_GCA_964059645.1.gff3,10,838.580035,36.22232859402681,20980,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Calvia_quattuordecimguttata_GCA_964059645.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Coccinelloidea_GFF3_filtered_dropIDs/Calvia_quattuordecimguttata_GCA_964059645.1.gff3
Coccinelloidea,Cartodere_bifasciata_GCA_963920755.1.gff3,10,174.342238,31.924048509998915,14485,/N/project/Bracewell_fly/Dwayne/unique_fna_clean/Cartodere_bifasciata_GCA_963920755.1_genomic.fna,/N/project/Bracewell_fly/Dwayne/helixer_results/Coccinelloidea_GFF3_filtered_dropIDs/Cartodere_bifasciata_GCA_963920755.1.gff3
